label,title,content
1,Rock On Elton,"What a great, rocking record! I dusted off the CD this week and gave it a spin. Great tunes...""Hard Luck Story,"" ""Yell Help Medley,"" ""Grow Some Funk Of Your Own,"" ""Dan Dare,""..all great tunes.This record has aged very well. Unfortunately, it was panned when it came out. Perhaps they were looking for a profound statement. Elton just wanted to rock!!Buy this now!!"
0,Dissapointed,"We expected dimensional man to be well, more dimensional.My husband is a teacher and bought this as a teaching tool. This would be more useful if you could access the layers better and if it had a back view also. He doesn't have a vertebrae under his layers and the access to look at the heart is limited an awkward. There isn't a brain in the skull to view either. Over all very disappointed. Dimensional man will probably end up being a very expensive Halloween decoration."
0,DEFECTIVE OUT OF THE BOX,After wasting a couple of hours with D-link techs. finally determined unit was defective. Amazon was great about how painless they made the return.
1,Brandon Jenkins - 5 Stars,"Yea to the Tulsa boy. He is down home and truly raw - Country- Blues - Has a definate ""sound"" You should give it a try. Writes and sings about ""REAL"" life. Not the stereo-type BS songs we're all tired of. A breath of fresh air. He should do well if the real people snag him and carry him to where he should go!Ray"
0,Not worth the money,Very slow print speed and poor print quality. And the size was not that much smaller than other ink jet printers.
0,No Way....,"No way to buy this pack of rather mediocre cartoons without the opening and bumpers.I'd rather buy the ""credits"" with out the cartoons,they were the best part of the show.Let's boycott it."
0,"Amazing sound, faulty unit","I love the sound signature but they are bass anemic, something I had read pros and cons about but my main concern is that one side is considerably louder than the other, this is unacceptable from a respected and trusted company as AT.For the kind of money these cost I would expect a better quality control."
1,Great product would buy again,"Great product would buy again, took a bit of a long time to arrive, I had forgotten about it, but when it got here I was very happy with the product itself. I use it everyday in my hair products"
1,Disney,As a fan of Disney animation This was one movie I'd not seen. It is a typical animation from this period of time. I really enjoy hand drawn animation. With Henry Mancini doing the score and Vincent Price as one of the voices I thought it might be a good watch. The story is not as engaging or as strong but the movie holds together well. What you would expect from Disney.
0,very disappointed.,"This thing tastes like it has fermented and it was left a little bit longer it would turn into a local wine. I am surprised people who already used this product recommended this product with good things to say about the taste. Believe me if I were to choose between this one and a bitter Melon, I would go for the later one. We had guests over the day we received this product and offered it to them. They were like what the hell is this. One sip and one of them was ready to vomit. I am just wondering now if I should even look at amazon reviews because this is a second instance where i was disappointed by trusting the reviews. I would guess it was the problem with the batch i received or something had changed in this product to not to match the review I read here."
0,You Will Cringe,Buyer beware...make sure and listen to the music clips before purchasing this item. The only thing classic are the titles.
1,Fun Read,"""Something Borrowed"" is the tale of Rachel: dutiful daughter, loyal best friend, kick ass laywer who happens to realize she's in love with her best friend's fiance. Obviously anyone reading this has already read the synopsis, so I won't bore you with that AGAIN. The one thing that I want to impress upon anyone considering this book is JUST DO IT. It is well written, the characters are well developed and fun, and you will not be able to put it down! Great to take to the beach or on vacation. I'm currently reading the sequel (""Something Blue"") and it is equally as fun so far! Looking forward to checking out Giffin's other books as well!"
0,Disappointed,"I purchased this set because the idea of a countersink, with a correctly sized tapered pilot hole in one step seems like a time saver. The set delivers on these points as long as you don't need to move the countersink towards the tip to accommodate a shorter screw. The set screws that hold the countersink in place have very little to take purchase on when it is moved onto the flutes of the drill bit. Thus, the countersink has both slipped and wobbled. This set will go in the trash when I receive the 3pc Pro Countersink Set from Rockler. This system uses a much longer sleeve between the countersink and the drill bit allowing you to move the drill within the sleeve and having adequate purchase for the set screws of the countersink."
0,Prejudice,Writers have prejudice against Maalaea Bay area. Reading the description of that area you think that every day is cane field ashes and high winds. The Trade Winds vary in strength and we are blessed with natural air conditioning.The cane fields in Kihei and other locales are burned as needed very early in the morning. Varying amounts of ash floats on the winds. No burning in the care fields next to Maalaea Village.
0,Beef,"Beef 1 is the best one of the 4,the only reason worth watching is Pac',all the rest is just post-1996(Rap Game is Dead)malarkey,Biggie,G a y -Z, flab boy,mobb sleep are all whack, East Coast Rap unless it's 80s or BDI and Bootcamp Clik/SmiffnWessum it doesn't matter, And all these so-called ""Positive Rappers"" as Willie D once said Positivity ain't getting nobody paid. All these back-packers read Fake muslims(Nation of Islam is a Radical Communist Sect-yet they have an monopoly on bean pies and providing security for the industry,ironically the suspect last seen around BIG was an Bowtie wearing ""Peaceful"" follower.) The only ones worth listening to Yukmouth,Scarface,Willie D,Dru Down,E-40,Bone,Spice 1,GrandMaster Flash,Big Daddy Kane,but all these others are all over rated,Krs-one is one self centered sucka MC.Backpackers or bling rap is still dead."
0,Still waiting for the game,"Not sure if we like this game or not as we ordered on on November 19th, and as of today, December 23rd it has not shipped. This has happened to me before with pre-ordered stuff so I would be really cautious if you want something for a gift when you order from Amazon. In reading the other reviews it looks like this has happened to other people. Better buy it at the store, so you can be sure you get it when you need it. I thought over a month was plenty of time to receive it, but I guess I was wrong."
0,"If you LOVED ""Love Actually""...","then you probably won't be impressed by this film. Sure, Bill Nighy is fab, as usual, as is Kelly MacDonald, but it's pretty hard to swallow their random relationship. It's also hard to believe that she could so easily infiltrate the G8 Summit. There are several sweet moments, but they're just as implausible.SEMI-SPOILER:Why exactly does she kiss him when she does? I don't buy it.I'm a fan of movies with a point, but it just doesn't work. Sorry, folks."
1,Excellent,This is the best Playboy video I have seen! Excellent quality. Well worth the money. Jodi Ann Paterson is incredible!
1,Great depiction of navy seals,I'm not a seal but can believe that this movie is the closest to how the operate in theater. Pretty basic plot but the details are great
0,poor quality,Had trouble assembling the product out of the box. Then realized they packed two left upper arms and two left legs so there was no way to get it to work. After we had the right pieces it was still hard to get it together. After assembly it's not very straight and we need to prop it up. Wouldn't get this again.
1,A good climbing DVD on the subject,"I've got no complaints really. I got what I wanted, which was a proper documentary on Eiger North Face. Highly recommended!"
1,Holy $h!%,"Those were the first words out of my mouth after listening to the 2nd track, Revolution Deathsquad.I'm a fan of other power metal bands like Iced Earth, and mostly progressive metal such as Dream Theater and Symphony X. I had heard abuot Dragonforce but never really gave it much thought. Then I saw this little beauty and in an impulse buy snatched it up. And boy am I glad I ever did.The amazing intensity just smacks you in the face, and boy this is some solid stuff. I love the speed, and it's not just mindless speed, it all has some sort of musicality in terms of the actual song which makes it 20x better.Without a doubt pick this up if you are any sort of fan of Power/Speed/Guitar in general and you will not be disappointed.I'm off to go purchase Dragonforce's other two albums!"
0,Needs Improvement,"What can you say about a $99.95 Power Washer? Needs Improvement.Unlike the other reviews, I utilized this Pressure Washer for several projects...Deck Washing, Pool Liner, Concrete Driveway and also borrowed to my neighbors for their projects. Combined over 100 Hours of Use. The only Flaw is the connection of the extension wand to the spray nozzle. My unit unfortunately broke in this location, replacement not available.. I even tried a J-B Weld Epoxy repair and secured with #8 Screws Directly to the Extension Wand. When &quot;Pressured Up&quot; the connection let go! As a low cost intro level Power Washer, you will get your usage BUT Don't abuse by dropping the Wand or use adversely."
1,Very Nice,"The shoes are very good quality.Perfect and moreover a comfortable fit.Monk strap looks slick for a pair of shoes to go to work with.Unlisted uses good quality material.This seller shipped it really quick,Thanks"
0,This review is for the audio version.,"I absolutely love the story ""The Birds"" and was so excited when I found there was an audio CD version of it. Little did I know this version wasn't an unabridged reading--not even an abridged reading, it was rubbish that was painful to the ears.In this audio version there about 4 or 5 people, some male, some female, and after every sentence one of them read, overlapping the other. So it goes something like this:Guy: [The guy sat there looking at the birds]Now, as soon as he started saying ""birds"" a female would kick in with the next sentence.Female: [the birds were acting strange]then another guythen somebody elseTHE WHOLE WAY THROUGH!It was so bad, after listening to less than 2 minutes of it, I packed it up, and sent it back. Something that awful shouldn't be on the market. Especially when it's being done to such a fantastic story."
1,He'sDoneItAgain,"Yep, Kem Nunn has produced yet another winner. I've just finished this one, and I loved it again. He is a writer who can give his characters depth, and give his story-line meaning. A thoroughly good read once again. I'll be hunting the pages of Amazon.com for his next title."
1,It came broken,The stone came broken. Packaging was the problem. I was sent a replacement at no cost. It works great! I would have given it 5 stars if the first one were packaged right and not broken.
0,This album was pretty bad.,"I thought that this album would be excellent after the thrilling Titanic album. Unfortunately this had ""other"" music in it, and I really didn't enjoy it one bit. People, don't buy this album, it is much better buying the first one, which is terrific."
1,one of the best,This is the first of Doreen Virtue's books that I have read. I will definitly be reading her other books. This is probably the best angel book I've read to date and I would recomend it to anyone who is interseted in angels.
1,An Education in Journalism,"Talese's masterpiece has stood the test of time since its publication in 1969. Far from boring, the content is fresh and the style is flawless. The excitement of working at the NEW YORK TIMES comes through nearly every page. What also comes through is the standard of excellence, something that the TIMES has struggled with in recent decades."
1,"same book, different author?","I have had this book for a number of years - it's on my keeper shelf, and probably is rising again to the top of the re-reads~BUT MY copy, 1994, of ""Shields of Pride"" has Elizabeth Chadwick as the author of this Ballantine/Random publ. book - was this first done as a pseudonym? or is the name ""Chadwick"" the pseudonym?? or is this a mistake - however, to paraphrase, ""a book by any other author"" remains a good read."
0,Tedious!,"Dickens has very beautiful prose, however no amount of poetry would make this a good book. I kept reading because I continued to hope that the story would eventually become interesting, and it took about 60% of the way through before anything substantial happened. Yet even then, I wasn't impressed. Some of the key characters were not sufficiently developed, so the ending lost some of its impact. B-O-R-I-N-G."
0,a big disappointment,"This book should probably be called ""gated communities"" rather than ""hidden homes"" - the homes photographed are the super-expensive vacation retreats of people who only live in the area periodically. These interiors are the work of professional designers, static ""museum spaces"" for the art collections of movie producers and ex-fashion models. The book is sadly lacking in the integrity and spirit of the people who actually live in the area, where a distinctive architectural and decorative style has evolved over thousands of years of human habitation.It would be a pleasure to see a book about northern New Mexico houses that are designed, built, or lovingly restored by people who actually live in the area."
0,"Nice back brush, but it's turning black with mold","I've used many back brushes over the years. This one is very nice and has very soft bristles. But the wood in the head of the brush is turning black with mold. Also turning black where the bristles attach to the brush. Gross. I've only had it about a month. I hang it in the same place as all the other brushes I've had, but no others have ever turned black."
0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzZZZZZZZZZZZZZZZZZZZZZZZZZZZ,"Nirvana kicks ass, but this cd blows it. The reason i gave 2 stars is because i liked about 10 seconds of the album."
0,Very Disappointed,"I enjoyed his first album, so I thought I would be loyal and give this one a try. I will not lie and tell someone to spend money on this one. Only 2 or 3 tracks hit hard and right away."
0,Does not glow in the dark - terrible ball all around,"I am really dissapointed by this soccer ball. Firstly it does not glow at all. My regular white soccer balls are actually easier to play with in the dark than this ball because its actually very hard to see in the dark. Not only that but the ball only lasted for about 3-4 weeks of semi regular soccer practice. After about a month it started getting ""eggs"" as my friend calls it. Basically it is little bubbles on the ball. It got to the point it wouldnt roll but randomly bounce around because of the eggs. Yesterday I finally lost the ball playing street soccer. Didnt even care."
0,Im done with this show.,"Season 1: great show, captured my imagination, actually made me devote myself to fun, exciting television. Season 2: Lackluster, brought back characters I thought had died with great impact and import in season 1, halfway through the season I started skipping shows, moved onto other prime-time shows that were better written and acted. Season 3: Yawn, what happened to this show?!? Seriously, the most disappointing season of a seriously faltering show. If this show continues on this path I predict cancellation after the next season."
1,EXCELLENT!,"I absolutely love these vitamins! My menopausal symptoms weren't that extreme, but since taking these capsules I don't have any noticeable symptoms at all. Great product!"
1,Big Improvement!,"Have the original boxwave stylus. It worked but I never loved it. The tip was squishy and i had to write fairly big. As soon as I tried this new version, I knew it was a huge improvement. While the tip is soft, it doesn't drag the way the original did. I can write with a light touch and the size is ""normal."" like the options for attaching it to my iPad, too, so it is there when I need to use it."
1,Chariots of Fire,Enjoyed this movie very much when first seen on the big screen and had been wanting to view it again. Outstanding film and of course excellent music. Larry
1,Great for asparagus,"Just what I needed to serve asparagus, I was always looking for what serving spoon or fort to use but this work just perfect and I'm sure I'll think of a lot of other uses for them."
0,Poor,"I didn't like this movie much. It was allegedly a kid's movie, which we showed it to my 4 year old. Maybe it was too old for him, and too juvenile for my wife and I. Stupid story line, bad acting."
1,What a fantastic book !!!!,"If you are a great Joy Division fan then this book is a must for you. I have read it three times and every time I read it, I think I'm with the band back in those days from '77 until'80. It's written fantastically. More about Ian Curtis as a person than as a musician. This is why the book is so fantastic. Read it and read it again and again and..."
0,Not ever again,Do not buy these they will give you painful stomach issues! They have upset the stomach of my entire family and should be pulled from the market..
1,"Dark Angel, savior of tomorrow","Somebody needs to do this show over, even if Jessica Alba is not in it, though that would be nice. A movie with her in it would also be nice. Just don't mess up the story!One of the best shows ever made. If you like action, stunts, combat, sci-fi, alternate realities, near-future realities, post apocalyptic futures, etc... then this is for you. If you like Soap Operas, then this is probably not for you, but they get 0/5 stars, while this one gets 5/5, so go figure.Jessica Alba kicks ***. Nuff said. However, she does most all of her own stunts and sends several actors and stuntmen to the hospital in the name of good TV.Just buy it!"
1,Effective book about hygiene for young children,"We like how this book is very straight forward and to the point about hygiene education. Sharing this book during class discussions about germs, hand washing, sneezing and other infection control topics can be a big help. Germs Are Not For Sharing is a good asset to have when there is an outbreak. Keep this book handy and share with your students whenever possible. It is also highly recommended to pair this book with a hygiene activity that SHOWS the principles found within the reading.OUTFOXOUTFOXprevention.com"
1,Great watch for the price,This is a great watch. The only complaint that I have is that the battery died not too long after I bought the watch.
1,Best book I have read in some time,"I have rarely read a book completely in one sitting, but I couldn't put this one down. The author is a very good story teller. I look forward to the next book outing for Mr. Miletich."
1,"Crappy, but classic films!","I remember watching these movies when I was a kid, renting them through the local video store. Seeing them available online brought back memories so I had to buy them. Although being laughably bad, watching them again was enjoyable, shipping was quick, no complaints."
0,WHAT?,How can there be an influences record for Sarah McLachlan without any Joan Biaz. The woman her mother listened to all the time and made her want to become a singer?
0,Not worth the price tag,"I bought this for my daughter when she was about 3 months old and thought it would be good for tummy time. I picked this specific mirror over other (cheaper) ones because it said on the box that it can stand on its own, but it constantly toppled over. The talking was also a bit too startling for my baby (it is very loud and there is no volume control). I ended up returning it."
1,A must read for every Wicaan!,"I put off reading this book because although I heard about how important and influencial it was for Neo-Paganism, there were many complaints about rampant sexism and politics.I wish I had ignored the negitive reviews and read this book much sooner. It was so beautiful and it really inspired me! I can understand how this book started so many covens and brought so many people to the Goddess.Read this book, and read the updated footnotes. Yes, some of her history has been proven untrue, but she owns up to it in the updated edition. If you are a Pagan of any tradition, this is a must read book!!"
1,Great toiletry bag,"Perfect size, nice design, ideal for frequent travellers. It is also large enough for everything and has plenty of waterproof compartments."
1,Awesome book!,"A compelling and wrenchingly honest first-hand account of slavery, manytimes breaking my heart and making me think of the children of Africatoday. A new book, ""The Last Witness From a Dirt Road"" which takesplace in 1946, was given to me after commenting about Solomon Northup'snarrative, and it could almost be a sequel to Twelve Years a Slave,written a 100 years later by the son of an overseer on a plantationalong the banks of Bayou Bouef in the same location in Louisiana. Oldsocial and economic orders seemed little changed from 1841 to 1946,tragic, heart rendering but both books are riveting and honest, aretimely and universal."
1,not for the younger toddler,"I started really urine training my daughter at 17 months (and had her doing BM on the toilet at a year). While this book had tons of information for the later trainer, there was not much at all for the younger child, other than the typical list of ""readiness signs"". I still give it four stars because if my daughter were maybe 3 or 4 years old, this book would be invaluable. There is lots of information on how to motivate an older child, how to deal with particular problems and temporary setbacks, etc. It does not give one definite ""way"" to train, but rather suggests many possible routes along the way and emphasizes that each child is different and will be more or less successful depending on the route. If you're starting at an earlier age, I'd look somewhere else. My child has all the readiness signs, but is not old enough to be motivated by ""pretty panties"" or ""friends at preschool"", nor is old enough to give me major temper tantrums or refusal to go."
0,Undead and Board,"I was really looking forward to this book comming out,i really wanted it to pull my attention back as i thought the last one was lacking something (a real Plot). All the right elements where going to be there, zombies, unknown european vampires, and a friend with a possible incurable illness. However the polt just did not deliver for me.Sorry MJD but you just aren`t grabbing my attention, and i loved the first three books.Betsy just seems to be going no where in the last two books, no character developement no suspence no anything. Lets have a few more pages for our money and lets see an enemy thats worth fighting , and lets have our Betsy do the fighting insted of some one else!!!"
1,When Todd met Tubes; Call it UTUBIA!,"Recommended for fans of Todd Rundgren's power pop soul (with hints of Prog instrumentalism) and for fans of the Tubes high concept rock showism. Basically a concept album about TV, in a Tommy like reactionary tale of brain drain and ultimate consumption. But with great hummable tunes and cheeky lyrics. Standout tracks include ""Turn Me On"",""TV Is King"" and the almost punk rockish ""Telecide"". Funny but not goofy, intense but not pretentious, Remote Control is a secret fave now back on CD. Yeah.Paul MyersBerkeley"
1,Great for stopping hair loss,"My wife and I live in Chicago and had been experiencing severe hair loss, and had tried several home remedies of eating healthy, applying oils/ointments but nothing worked. Finally someone suggested this and it works like a miracle. Our hair loss has stopped and hair have strengthened. Too bad we didn't know about this earlier and I Lteady lost half my hair."
0,Someone slam the lid shut please!,Listening to these songs is like sitting in a hotel bar and listening to some really bad piano player destroy wonderful songs with truely tasteless vamping. Absolutely awful arrangements. Several of the songs were primarly piano solos and there was nothing wrong with the original arrangement but he couldn't leave well enough alone.
1,It was really good.,"I bought this to use it for both my mobile and laptop. When using for my mobile, i find it very very useful and it is clear too. But, i have issues while trying to pair it with my laptop. It doesn't pair with my laptop so easily. But, still it is really good if you are trying for a good headset at a very reasonable cost."
1,Handy,"I bought this as a spare to travel with and to sync at home. I leave my other cable at work.Pro:-Standard USB plug so it doesn't crowd out other plugs in our computer or our 4-port hub-Built in ""sync"" button on the end that attaches to the Palm is handy-Firm connection to the palm-Good cable lengthCon:-Black connector hard to see, would like a gray or white option-No cover for the palm connection end, be wary of damaging the exposed pinsBottom line: recommended."
0,boring and depressing,"awful book. even ms. keyes said writing this book was 87% depressing. if the author knows its depressing while shes writing it, then WHY would she think the public would like it? I guess i am simply not a fan of Ms. Keyes writing style because i did not like Watermelon either. This book probably brought me to my mental breakdown."
0,Smells... SO BAD,"Did not like this product! I got the jar out, red the directions, opened up the bottle, and about died from the odor. It reminded me of the latrine at girl scout camp, it was that bad. The brush did not look soft (the bristles were bent all weird), nut I needed to get rid of the hair so I put it on anyway. Bad idea. I had to sit with the awful smell under my nose for three minutes. I finally got to wipe it off and the hair was gone, so I figured that was that. Then it started to burn and turn bright red. I am not happy. DO NOT BUY THIS PRODUCT!"
1,"A Book full of wonder, beauty and the fantastical","This book is one of the best I have ever read. I've read it and re-read it many times!The sheer beauty displayed in this book is astounding.It holds your attention the whole way through. It's a fantastical journey through a mysterious land. Very, very highly recommended."
0,"Impactante,frío,muy duro,.....EXCELENTE.","Cruel definición de la sociedad clasista norteamericana.Donde el dinero,las ""marcas"",y el poder es lo único que importa. Además el sadismo descrito en los crímenes de Bateman es inigualable."
0,Cheap,"The sound quality is good, but unfortunately they are extremely uncomfortable after about an hour because there is no padding on the top strap. Also, mine straight up stopped working after less than a year."
1,One of my favorite scifi books,"I found this vision of a future world for humanity to be intriguing, if not entirely believable. I just don't think that many people would be satisfied with a life of so few choices. Yes, I understand his theory that ""artificial selection"" by years of living in Urbmons would weed out people who dream of something more to life than reproduction, who question the status quo, who long to explore the outside world. I just think he underestimates how MANY people would be dissatisfied with this superficial society, and that they would get together and conspire to cause a revolution. Still, it was very well written and entertaining, and made me think long and hard, which any good book will do."
0,My little guy finds them uncomfortable,These run small and like I said my little guy finds them uncomfortable and fights me over putting them on. They also tear easily.
0,READ THE FINE PRINT!!!!!!!!!!,"we were sold a lexmark print trio, that was supposed to have ink included in it, it even states on the box, ""ink included"". it is too bad that now a days you cannot get what you pay for. what do you people do, open a new box and take the ink out, and then sell it too. poor business if you ask me. I miss the old days when you got what you payed for by honest business people. I also see on other peoples comments that the printer is being sold as ""new"" and is instead used merchandise."
0,Battery Eater,"My mom bouth this toy for my son. The music portion of the mobile is fine. Plays classical & lullaby music. At night you can see the stars on top of the ceiling which we loved. However, the mobile moves so slow that you have to look closly to see if it is actually moving. And the whole unit eats batteries like crazy. I only used to about two months and had to change the batteries about 6 times. Even with fresh batteries sometimes the music won't play, or the light for the stars wouldn't come on. I highly suggest not buying this product. In fact, the next time I'm in a city that has toy-r-us, i will be returning it."
1,Honeywell Air Purifier,"This air purifier is effective and quiet, My husband and I are very satisfied with this product. I highly recommend this air purifier."
0,"for the ""special needs"" student","This is used in my local high school and is geared for the student who never faced a foreign language before. It travels, like a desert caravan, at the speed of the slowest. Lots of repetition, lots of drills, and lengthy explanations of things that are obvious to anybody who has EVER studied a language. If you have always been totally lost in grammar class but have some life-threatening need to learn Arabic even if it's very slowly, this course is for you."
0,Too many tangents,"The book starts like gang busters and grabs your attention. Then, as you keep reading chapter after chapter, Coben goes off on tangents that quite frankly don't add a lot to the story. I found myself doing a lot of skimming to get back to the story of Matt and Olivia. In the end, the story comes to a good conclusion. But getting there -- took a lot of patience. I would not read it again knowing what I know now."
1,Awesome!,I brought this for my son-in-law for Christmas. 2 days later we had our first winter storm and received 8 inches of heavy snow. He kept up with the snow fall and we had a clear driveway and walkways. He absolutely loves it and it works better than anticipated!!!!
1,Beautiful,"I'm very happy with my new bread box. It's beautiful, holds a lot and looks great on my countertop. It arrived at the specified time and was in perfect condition."
1,BACKYARD CRIMINALS RULES!,This is a great DVD if you love pro wrestling or if you love backyard wrestling. The wrestlers will also say a lot of great things about Backyard Wrestling that you wouldn't expect to hear.
1,SOOOO CUTE,"I bought this more for decoration than function, but when I opened the package not only did it spring to life, it was so much larger than expected, I was pleasantly surprized. Currently its a hamper but later I will keep it for toy storage. Soooo cute!!!"
0,CA870,"Very Very Very terrible air soft gun. I bought this for my son and 3 weeks later it broke! The laser batteries runs out quick, and its made of some cheap plastic. I would NOT buy this product."
0,"Margaret, Australia","I found this book, so boring and predictable. The charactors were so unbelievable that I don't know why I continued reading the book. The plot, was not too bad, but if you can believe a man who is bashed, stabbed then spends hours searching and tracking his wife is then able to satisfy his wife sexually etc , etc, then I would like to meet this superman. The book spent too much time in sexual writings, which doesn't even fire the imagination. Just say this book is a waste of good reading time, as this is the first book of hers that I have read, I would have second thoughts in ever choosing another of her books"
0,Go back to school,"No reputable historian ever uses the term ""Dark Ages"" since this is an inaccurate and pejorative term for a period in which art and learning were thriving in Byzantium and many places in western Europe (Ireland, for instance). Moreover, anyone who places Van Eyck in the Middle Ages is simply an ignoramous and should not be passing him/herself off as an expert on any aspect of history. It may be that these errors do not occur within the DVD under review, but are merely the gaffes of whoever wrote the ""editorial review"". I haven't actually seen ""Landmarks of Western Art"" and the review does not encourage me to do so. I guess this might disqualify me from writing a review, but after all, this is Amazon.com-- since when do reviews have to be written by people who've actually seen the product?! Just check out books by writers like Kate O'Beirne, whose work has been subject to a massive free-for-all of mud-slinging from people who clearly have never read a word of it."
1,Must read...Amazing!,It was one of the best days of the year after I got this set for $34 at Sam's Club the minute they marked it down! There was chaos in the store to get this set...women taking the display model to get this deal!! Never been more happy in my life.
0,What a load of garbage,"COOMPARE THIS BOOK TO TOLKIEN? SHAKESPEAR? Tolkiens series was literally a work of art, While this book isn't fit to, uhh.... something really bad. How can you even consider comparing this book to the artistry of tolkiens masterpiece? Now don't get me wrong, I didnt particularly like the lord of the rings series, but I recognize talent when I see it, and this is not talent. this is sophomoric and boring. WHAT A LOAD OF GARBAGE!"
1,Brief but WORD full,"You do not need the Day by Day Kid's Bible - BUT - we love that too so with that said - we are enjoying reading the Word (sWord,) memorizing a key sWord verse each week, and then doing some of the activities it suggests. Our children at home are 14, 13 and 8 so it brings some good discussion about how to use the sWord."
0,Disappointed,Still havnt received my book!! Supposed to revive it October 22 it's now nov 12. Not to impressed with this websit taking my money & not giving me the product I paid for ?!
0,"Part 4, shopworn and formulaic.","My big quibble with Soul Harvest was just how closely it followed the event outline of Nicolae. Buck saves Chloe from harm, then runs off to save someone else. Meanwhile Rayford continues to spy on Nicolae and seek out the newly saved. The intrigue heats up and the nastier bits of the tribulation are yet to come, but did Jenkins have to gloss over plagues in mere paragraphs? And just how long is he going to drag these events out? Questions I would not be asking if he spent more time developing three dimensional and complex characters to inhabit this hellish world. I wasn't exactly bored with the novel, but I was far from impressed. I'll get around to reading part 5 someday, but I'm rapidly loosing interest in this seemingly endless series since it obviously has nothing for its characters to do."
1,WHAT YOU PAID IS WHAT YOU WILL GET....AND MORE,"GOOD -1) REASONABLE PRICE2) GOOD STYLING (ESPECIALLY BLACK AND SILVER COMBINATION)3) SUPER SHARP IMAGE (OUTSCORE 400:1 CONTRAST MONITORS)4) AUTOMATIC ADJUSTING (NO NEED TO TOUCH THE MENU / ADJUSTING BUTTON)5) NO DEAD PIXEL (MAY BE I AM LUCKY)BAD -1) NARROW VIEWING ANGLE (ACTUALLY IT'S NOT BAD, IF YOU DON'T WANT OTHER PEOPLE SEE WHAT YOU ARE DOING)2) THE STAND IS TOO HIGH. (HEIGHT IS NOT ADJUSTABLE)3) REPONSE A BIT LATE (WELL IT DOESN'T BOTHER ME, BECAUSE I DON'T READ WHEN SCROLLING)4) THE POWER CORD (FROM MONITOR TO POWER ADAPTER) IS TOO SHORT, I NEED TO TAPE THE ADAPTER UNDER MY DESK RATHER THAN PUT IT ON THE FLOOR)5) CONFUSING MENU BUTTONS (THERE IS A BUTTON FOR FORWARD BUT NO BACK BUTTON, YOU NEED TO KEEP CIRCLING THE MENU...)CONCLUSION: BEST BUY FOR [price]RANGE."
0,Felix,"Coffee is pretty decent, but:1.When using 2 cups filter the coffee is dripping very slowly, can't go through the filter,using tamper makes it worse,2.The distance between the filter holder and cup tray is very short, even small cup hardly fits there, makes coffee machine usage very inconvenient. To make coffee I remove the coffee tray cover and put the cup on the bottom of the tray which is just ridiculous.3.If I knew about this before I wouldn't buy it."
0,Card board stiff,"Stiff and inflexible, abrasive and uncomfortable. Covered by a highlyreflective glass bead? material that makes you easy to see at low light.Causes some flash flair if in the back ground of someone else's picture.Best use would be as a dog leash, and not on an expensive camera."
1,More African/American Issue,"This was basically about how ""WE"" African/Americans view ""THE GAME."" For those who choose to get into the game, realize the whole concept not just getting fast money--""THERE'S NO EASY WAY OUT.""Thank You"
0,Awful...,"Although I passed w/ an 839, this book is, in a word, awful. The errors are unbelievable, the flow is choppy, and the illustrations are difficult to follow - just look at page 469. Quality was definately sacrificed for speed. I can't believe a CCIE put his name on this book. I hope the money was worth the discredit...Although the book did cover everything on the exam, the mistakes lead to lots of re-reading and frustration."
1,this is a very fun cd,i enjoy this cd all the time i think that he is the only good rapper who doent cuss (even thought cussing doesnt offend me)i would srongly recomend this cd to you and anyone else who likes good music the best thing are all of the original beats there something you can just jump around to.overall it is a very good album.
1,Very good Titanic,"Very good toy. My son likes it. He love kits, Aspeccaily Revell. This is one small but he liked it because bulkheads were already put in for him to sink. So he put coins in it, it sank. i was disapointed that it does not include paint, making the model look ugly. But it is nice"
0,Stay Away From Philosophy. Charged Me Then Cancelled My Order.,I was charged $51 for my order. I just got a cancellation notice and no refund. Where is my money at? Very dishonest company. I will NEVER order a Philosophy product ever. You shouldn't charge people then cancel their order. I had better get my money back or I will be taking action.
0,Weak singing doesn't do justice to Dolly's compositions,"Skip this one. I can't understand what all these reviewers are praising this CD about. Stick with Dolly Parton's original versions. There is some incredibly weak (and bad) singing on this CD, with Melinda Etheridge and Skinhead O'Conner leading the worst of the worst. Only Emmylou Harris and Alison Krauss' versions of Dolly's songs are worth listening to. I would love to know what Dolly honestly thinks of these performances. Sigh. I promptly gifted this CD to a lesbian."
1,Great resource,"This book is an excellent resource for anyone wanting to fish in New York State. Detailed information on streams & lakes, fishing access, fish species and much more."
1,Love it,"We've had several other brands, got this for free with a coupon, and like it best. The retraction spring lasts longer than the more expensive brands. Yes, it's annoying that it's free advertising for BabiesRUs, but this shade has stood the test of time, so it gets our vote."
1,After reading lots of reviews on Noni and other razors like these I decided to try an inexpensive one. What a GREAT razor. Great,"Recommed for face, and other small areas. Not sure about legs because of size you could if you wanted to"
0,Not believable,dont waste your time and money. Juvenile. Had to stop half way. Personalities were cardboard cut outs and emotions described were not believable.
0,didn't help me,"I was hoping the chi vitalizer would help my neuropathy and circulation, but it actually made my neuropathy feel worse. It kind of increased the numbness and tingling, plus the feeling like my feet were covered with saran wrap. Really disappointed, because I had great hope for this because I have other foot problems and can't walk for exercise at this time. I know a couple of other people the chi has helped. The machine is well made. I got my money back without any problem, they took out money for shipping tho."
